Leagues,Date,Time,HomeTeam,AwayTeam,MatchResult,OverUnderGoals,AltOverGoals,AltUnderGoals,BothTeamstoScore,ToWinEitherHalf,TotalGoalsOddEven,CleanSheet,NoCleanSheet,HomeTeamtoScoreinBothHalves,AwayTeamtoScoreinBothHalves,FirstHalfOverUnder,YesBothtoScoreTotalGoalsOverUnder25,NoBothtoScoreTotalGoalsOverUnder25,YesBothtoScoreTotalGoalsOverUnder35,NoBothtoScoreTotalGoalsOverUnder35,YesBothtoScoreTotalGoalsOverUnder45,NoBothtoScoreTotalGoalsOverUnder45
France Ligue 1,"Dec 16, 2023",21:00,RC Lens,Reims,RC Lens   1.75 | Draw   3.70 | Reims   4.10,2.5  1.70 | 2.5  2.05,0.5 | 1.5   1.19 | 3.5   2.71 | 4.5   4.91 | 5.5   10.67 | 6.5   13.11 | 7.5   13.11,0.5   12.55 | 1.5   4.23 | 3.5   1.42 | 4.5   1.15 | 5.5   1.02 | 6.5 | 7.5,Yes  1.63 | No  2.05,RC Lens  1.44 | Reims  2.38,Yes  1.63 | No  2.05,RC Lens   2.75 | Reims   5.50,RC Lens   1.40 | Reims   1.14,Yes  2.57 | No  1.41,Yes  4.86 | No  1.12,1.5  2.57 | 1.5  1.41,Yes   2.5  2.05 | 2.5  7.00,No   2.5  8.00 | 2.5  2.65,Yes   3.5  3.15 | 3.5  3.25,No   3.5  20.00 | 3.5  2.35,Yes   4.5  5.75 | 4.5  2.20,No   4.5  35.00 | 4.5  2.25
France Ligue 1,"Dec 17, 2023",13:00,Nantes,Brest,Nantes   2.45 | Draw   3.10 | Brest   2.80,2.5  2.08 | 2.5  1.68,0.5   1.04 | 1.5   1.32 | 3.5   3.91 | 4.5   7.82 | 5.5   13.11 | 6.5   13.11,0.5   8.75 | 1.5   3.12 | 3.5   1.22 | 4.5   1.06 | 5.5 | 6.5,Yes  1.75 | No  1.90,Nantes  1.78 | Brest  1.86,Yes  1.75 | No  1.90,Nantes   3.00 | Brest   3.25,Nantes   1.36 | Brest   1.33,Yes  3.89 | No  1.19,Yes  4.36 | No  1.15,0.5  1.41 | 0.5  2.57,Yes   2.5  2.40 | 2.5  6.00,No   2.5  11.00 | 2.5  2.20,Yes   3.5  4.20 | 3.5  3.00,No   3.5  28.00 | 3.5  2.05,Yes   4.5  8.50 | 4.5  2.20,No   4.5  45.00 | 4.5  2.00
France Ligue 1,"Dec 17, 2023",15:00,Metz,Montpellier,Metz   3.10 | Draw   3.40 | Montpellier   2.15,2.5  1.77 | 2.5  1.96,0.5   1.02 | 1.5   1.22 | 3.5   2.92 | 4.5   5.42 | 5.5   10.67 | 6.5   13.11 | 7.5   13.11,0.5   10.67 | 1.5   3.91 | 3.5   1.36 | 4.5   1.12 | 5.5   1.02 | 6.5 | 7.5,Yes  1.63 | No  2.05,Metz  2.05 | Montpellier  1.62,Yes  1.63 | No  2.05,Metz   4.00 | Montpellier   3.25,Metz   1.22 | Montpellier   1.33,Yes  4.02 | No  1.18,Yes  3.08 | No  1.29,1.5  2.57 | 1.5  1.41,Yes   2.5  2.10 | 2.5  6.50,No   2.5  10.00 | 2.5  2.60,Yes   3.5  3.25 | 3.5  3.05,No   3.5  25.00 | 3.5  2.35,Yes   4.5  6.00 | 4.5  2.15,No   4.5  40.00 | 4.5  2.30
France Ligue 1,"Dec 17, 2023",15:00,Toulouse,Rennais,Toulouse   3.15 | Draw   3.40 | Rennais   2.10,2.5  1.77 | 2.5  1.96,0.5   1.02 | 1.5   1.22 | 3.5   2.92 | 4.5   5.42 | 5.5   10.67 | 6.5   13.11 | 7.5   13.11,0.5   10.67 | 1.5   3.91 | 3.5   1.36 | 4.5   1.12 | 5.5   1.02 | 6.5 | 7.5,Yes  1.63 | No  2.05,Toulouse  2.00 | Rennais  1.62,Yes  1.63 | No  2.05,Toulouse   4.00 | Rennais   3.25,Toulouse   1.22 | Rennais   1.33,Yes  4.02 | No  1.18,Yes  3.08 | No  1.29,1.5  2.57 | 1.5  1.41,Yes   2.5  2.10 | 2.5  6.50,No   2.5  10.00 | 2.5  2.50,Yes   3.5  3.25 | 3.5  3.05,No   3.5  25.00 | 3.5  2.35,Yes   4.5  6.00 | 4.5  2.15,No   4.5  40.00 | 4.5  2.30
France Ligue 1,"Dec 17, 2023",15:00,Lorient,Strasbourg,Lorient   2.30 | Draw   3.20 | Strasbourg   3.00,2.5  2.02 | 2.5  1.72,0.5   1.03 | 1.5   1.29 | 3.5   3.43 | 4.5   6.85 | 5.5   13.11 | 6.5   13.11,0.5   9.26 | 1.5   3.31 | 3.5   1.27 | 4.5   1.08 | 5.5 | 6.5,Yes  1.75 | No  1.90,Lorient  1.70 | Strasbourg  1.96,Yes  1.75 | No  1.90,Lorient   3.00 | Strasbourg   3.50,Lorient   1.36 | Strasbourg   1.29,Yes  3.60 | No  1.22,Yes  4.32 | No  1.15,0.5  1.41 | 0.5  2.57,Yes   2.5  2.30 | 2.5  6.50,No   2.5  11.00 | 2.5  2.25,Yes   3.5  3.90 | 3.5  3.05,No   3.5  27.00 | 3.5  2.10,Yes   4.5  7.75 | 4.5  2.20,No   4.5  43.00 | 4.5  2.05
France Ligue 1,"Dec 17, 2023",17:05,Olympique de Marseille,Clermont,Olympique de Marseille   1.46 | Draw   4.20 | Clermont   6.00,2.5  1.72 | 2.5  2.02,0.5 | 1.5   1.22 | 3.5   2.92 | 4.5   5.42 | 5.5   10.67 | 6.5   13.11 | 7.5   13.11,0.5   12.55 | 1.5   3.91 | 3.5   1.36 | 4.5   1.12 | 5.5   1.02 | 6.5 | 7.5,Yes  1.82 | No  1.82,Olympique de Marseille  1.27 | Clermont  3.20,Yes  1.82 | No  1.82,Olympique de Marseille   2.10 | Clermont   6.50,Olympique de Marseille   1.67 | Clermont   1.11,Yes  2.29 | No  1.51,Yes  7.01 | No  1.05,1.5  2.57 | 1.5  1.41,Yes   2.5  2.30 | 2.5  8.00,No   2.5  6.00 | 2.5  2.50,Yes   3.5  3.50 | 3.5  3.60,No   3.5  14.00 | 3.5  2.15,Yes   4.5  6.50 | 4.5  2.50,No   4.5  28.00 | 4.5  2.00
France Ligue 1,"Dec 17, 2023",20:45,Lille,Paris Saint Germain,Lille   3.90 | Draw   3.70 | Paris Saint Germain   1.77,2.5  1.63 | 2.5  2.17,0.5 | 1.5   1.18 | 3.5   2.56 | 4.5   4.42 | 5.5   9.70 | 6.5   13.11 | 7.5   13.11,0.5   12.55 | 1.5   4.42 | 3.5   1.46 | 4.5   1.18 | 5.5   1.03 | 6.5 | 7.5,Yes  1.58 | No  2.15,Lille  2.25 | Paris Saint Germain  1.44,Yes  1.58 | No  2.15,Lille   5.50 | Paris Saint Germain   3.00,Lille   1.14 | Paris Saint Germain   1.36,Yes  4.50 | No  1.14,Yes  2.53 | No  1.42,1.5  2.43 | 1.5  1.46,Yes   2.5  1.95 | 2.5  7.50,No   2.5  8.00 | 2.5  2.75,Yes   3.5  2.95 | 3.5  3.25,No   3.5  20.00 | 3.5  2.50,Yes   4.5  5.25 | 4.5  2.20,No   4.5  35.00 | 4.5  2.35
English League Championship,"Dec 8, 2023",21:00,Coventry City,Birmingham City,Coventry City   1.60 | Draw   3.80 | Birmingham City   5.00,2.5  1.81 | 2.5  1.91,0.5   1.02 | 1.5   1.25 | 3.5   3.12 | 4.5   5.87 | 5.5   12.55 | 6.5   13.11 | 7.5   13.11,0.5   10.67 | 1.5   3.63 | 3.5   1.32 | 4.5   1.10 | 5.5 | 6.5 | 7.5,Yes  1.82 | No  1.82,Coventry City  1.36 | Birmingham City  2.76,Yes  1.82 | No  1.82,Coventry City   2.40 | Birmingham City   5.00,Coventry City   1.53 | Birmingham City   1.17,Yes  2.57 | No  1.41,Yes  5.74 | No  1.08,1.5  2.73 | 1.5  1.39,Yes   2.5  2.30 | 2.5  7.50,No   2.5  7.50 | 2.5  2.40,Yes   3.5  3.60 | 3.5  3.35,No   3.5  18.00 | 3.5  2.15,Yes   4.5  6.75 | 4.5  2.30,No   4.5  33.00 | 4.5  2.05
English League Championship,"Dec 9, 2023",13:30,Blackburn Rovers,Leeds United,Blackburn Rovers   4.00 | Draw   3.80 | Leeds United   1.74,3.5  2.15 | 3.5  1.64,0.5 | 1.5   1.12 | 2.5   1.46 | 4.5   3.63 | 5.5   6.38 | 6.5   12.55 | 7.5   13.11 | 8.5   13.11,0.5   13.11 | 1.5   5.42 | 2.5   2.56 | 4.5   1.25 | 5.5   1.09 | 6.5 | 7.5 | 8.5,Yes  1.46 | No  2.43,Blackburn Rovers  2.25 | Leeds United  1.42,Yes  1.46 | No  2.43,Blackburn Rovers   6.50 | Leeds United   3.40,Blackburn Rovers   1.11 | Leeds United   1.30,Yes  3.64 | No  1.21,Yes  2.33 | No  1.50,1.5  2.17 | 1.5  1.60,Yes   2.5  1.73 | 2.5  8.00,No   2.5  7.50 | 2.5  3.40,Yes   3.5  2.40 | 3.5  3.40,No   3.5  19.00 | 3.5  2.95,Yes   4.5  4.10 | 4.5  2.15,No   4.5  33.00 | 4.5  2.75
English League Championship,"Dec 9, 2023",13:30,Sunderland,West Bromwich Albion,Sunderland   2.25 | Draw   3.25 | West Bromwich Albion   3.00,2.5  1.91 | 2.5  1.81,0.5   1.03 | 1.5   1.25 | 3.5   3.31 | 4.5   5.87 | 5.5   12.55 | 6.5   13.11 | 7.5   13.11,0.5   9.70 | 1.5   3.63 | 3.5   1.29 | 4.5   1.10 | 5.5 | 6.5 | 7.5,Yes  1.70 | No  1.96,Sunderland  1.67 | West Bromwich Albion  1.99,Yes  1.70 | No  1.96,Sunderland   3.25 | West Bromwich Albion   3.80,Sunderland   1.33 | West Bromwich Albion   1.25,Yes  3.38 | No  1.25,Yes  3.89 | No  1.19,0.5  1.39 | 0.5  2.73,Yes   2.5  2.20 | 2.5  6.50,No   2.5  10.00 | 2.5  2.40,Yes   3.5  3.50 | 3.5  3.05,No   3.5  26.00 | 3.5  2.25,Yes   4.5  6.75 | 4.5  2.15,No   4.5  41.00 | 4.5  2.15
English League Championship,"Dec 9, 2023",16:00,Cardiff City,Millwall,Cardiff City   2.00 | Draw   3.20 | Millwall   3.60,2.5  2.22 | 2.5  1.60,0.5   1.06 | 1.5   1.36 | 3.5   4.23 | 4.5   8.75 | 5.5   13.11 | 6.5   13.11,0.5   7.82 | 1.5   2.92 | 3.5   1.19 | 4.5   1.04 | 5.5 | 6.5,Yes  1.96 | No  1.70,Cardiff City  1.55 | Millwall  2.20,Yes  1.96 | No  1.70,Cardiff City   2.40 | Millwall   3.80,Cardiff City   1.53 | Millwall   1.25,Yes  3.38 | No  1.25,Yes  5.30 | No  1.10,0.5  1.47 | 0.5  2.45,Yes   2.5  2.65 | 2.5  6.50,No   2.5  10.00 | 2.5  2.05,Yes   3.5  4.80 | 3.5  3.15,No   3.5  27.00 | 3.5  1.87,Yes   4.5  10.00 | 4.5  2.35,No   4.5  43.00 | 4.5  1.82
English League Championship,"Dec 9, 2023",16:00,Huddersfield Town,Bristol City,Huddersfield Town   2.90 | Draw   3.05 | Bristol City   2.40,2.5  2.17 | 2.5  1.63,0.5   1.06 | 1.5   1.36 | 3.5   3.91 | 4.5   7.82 | 5.5   13.11 | 6.5   13.11,0.5   7.82 | 1.5   2.92 | 3.5   1.22 | 4.5   1.06 | 5.5 | 6.5,Yes  1.82 | No  1.82,Huddersfield Town  1.92 | Bristol City  1.73,Yes  1.82 | No  1.82,Huddersfield Town   3.25 | Bristol City   2.75,Huddersfield Town   1.33 | Bristol City   1.40,Yes  4.69 | No  1.13,Yes  4.08 | No  1.17,0.5  1.47 | 0.5  2.45,Yes   2.5  2.50 | 2.5  6.00,No   2.5  12.00 | 2.5  2.10,Yes   3.5  4.50 | 3.5  3.05,No   3.5  29.00 | 3.5  1.95,Yes   4.5  9.50 | 4.5  2.25,No   4.5  46.00 | 4.5  1.90
English League Championship,"Dec 9, 2023",16:00,Leicester City,Plymouth Argyle,Leicester City   1.24 | Draw   5.75 | Plymouth Argyle   9.50,3.5  2.06 | 3.5  1.70,0.5 | 1.5   1.10 | 2.5   1.43 | 4.5   3.43 | 5.5   5.87 | 6.5   12.55 | 7.5   13.11 | 8.5   13.11,0.5   13.11 | 1.5   5.87 | 2.5   2.67 | 4.5   1.27 | 5.5   1.10 | 6.5 | 7.5 | 8.5,Yes  1.77 | No  1.88,Leicester City  1.15 | Plymouth Argyle  4.10,Yes  1.77 | No  1.88,Leicester City   2.10 | Plymouth Argyle   11.00,Leicester City   1.67 | Plymouth Argyle   1.05,Yes  1.70 | No  1.96,Yes  6.70 | No  1.05,1.5  2.08 | 1.5  1.65,Yes   2.5  2.05 | 2.5  11.00,No   2.5  4.00 | 2.5  3.40,Yes   3.5  2.65 | 3.5  4.60,No   3.5  8.00 | 3.5  2.60,Yes   4.5  4.20 | 4.5  2.85,No   4.5  16.00 | 4.5  2.25
English League Championship,"Dec 9, 2023",16:00,Middlesbrough,Ipswich Town,Middlesbrough   2.25 | Draw   3.50 | Ipswich Town   2.80,2.5  1.65 | 2.5  2.13,0.5 | 1.5   1.18 | 3.5   2.56 | 4.5   4.42 | 5.5   8.75 | 6.5   13.11 | 7.5   13.11,0.5   12.55 | 1.5   4.42 | 3.5   1.46 | 4.5   1.18 | 5.5   1.04 | 6.5 | 7.5,Yes  1.50 | No  2.33,Middlesbrough  1.65 | Ipswich Town  1.90,Yes  1.50 | No  2.33,Middlesbrough   3.80 | Ipswich Town   4.30,Middlesbrough   1.25 | Ipswich Town   1.20,Yes  2.92 | No  1.32,Yes  3.38 | No  1.25,1.5  2.45 | 1.5  1.47,Yes   2.5  1.90 | 2.5  7.00,No   2.5  10.00 | 2.5  2.90,Yes   3.5  2.85 | 3.5  3.10,No   3.5  24.00 | 3.5  2.60,Yes   4.5  5.25 | 4.5  2.10,No   4.5  40.00 | 4.5  2.50
English League Championship,"Dec 9, 2023",16:00,Norwich City,Preston North End,Norwich City   1.84 | Draw   3.45 | Preston North End   3.90,2.5  1.81 | 2.5  1.91,0.5   1.02 | 1.5   1.25 | 3.5   3.12 | 4.5   5.87 | 5.5   12.55 | 6.5   13.11 | 7.5   13.11,0.5   10.67 | 1.5   3.63 | 3.5   1.32 | 4.5   1.10 | 5.5 | 6.5 | 7.5,Yes  1.70 | No  1.96,Norwich City  1.48 | Preston North End  2.35,Yes  1.70 | No  1.96,Norwich City   2.65 | Preston North End   4.50,Norwich City   1.44 | Preston North End   1.18,Yes  2.70 | No  1.37,Yes  4.80 | No  1.12,1.5  2.73 | 1.5  1.39,Yes   2.5  2.20 | 2.5  6.50,No   2.5  9.00 | 2.5  2.40,Yes   3.5  3.50 | 3.5  3.15,No   3.5  22.00 | 3.5  2.20,Yes   4.5  6.75 | 4.5  2.20,No   4.5  38.00 | 4.5  2.10
English League Championship,"Dec 9, 2023",16:00,Queens Park Rangers,Hull City,Queens Park Rangers   3.15 | Draw   3.20 | Hull City   2.20,2.5  1.96 | 2.5  1.77,0.5   1.03 | 1.5   1.29 | 3.5   3.43 | 4.5   6.85 | 5.5   13.11 | 6.5   13.11,0.5   9.70 | 1.5   3.31 | 3.5   1.27 | 4.5   1.08 | 5.5 | 6.5,Yes  1.77 | No  1.88,Queens Park Rangers  2.07 | Hull City  1.63,Yes  1.77 | No  1.88,Queens Park Rangers   3.80 | Hull City   2.75,Queens Park Rangers   1.25 | Hull City   1.40,Yes  4.32 | No  1.15,Yes  3.38 | No  1.25,0.5  1.39 | 0.5  2.73,Yes   2.5  2.30 | 2.5  6.00,No   2.5  11.00 | 2.5  2.30,Yes   3.5  3.90 | 3.5  3.05,No   3.5  27.00 | 3.5  2.10,Yes   4.5  7.75 | 4.5  2.20,No   4.5  42.00 | 4.5  2.05
English League Championship,"Dec 9, 2023",16:00,Rotherham United,Swansea City,Rotherham United   3.50 | Draw   3.35 | Swansea City   2.00,2.5  1.91 | 2.5  1.81,0.5   1.03 | 1.5   1.27 | 3.5   3.31 | 4.5   6.38 | 5.5   12.55 | 6.5   13.11,0.5   9.70 | 1.5   3.43 | 3.5   1.29 | 4.5   1.09 | 5.5 | 6.5,Yes  1.77 | No  1.88,Rotherham United  2.16 | Swansea City  1.57,Yes  1.77 | No  1.88,Rotherham United   4.30 | Swansea City   2.65,Rotherham United   1.20 | Swansea City   1.44,Yes  4.80 | No  1.12,Yes  3.13 | No  1.28,0.5  1.39 | 0.5  2.73,Yes   2.5  2.25 | 2.5  6.50,No   2.5  9.50 | 2.5  2.40,Yes   3.5  3.70 | 3.5  3.10,No   3.5  24.00 | 3.5  2.15,Yes   4.5  7.25 | 4.5  2.20,No   4.5  40.00 | 4.5  2.10
English League Championship,"Dec 9, 2023",16:00,Stoke City,Sheffield Wednesday,Stoke City   2.00 | Draw   3.20 | Sheffield Wednesday   3.60,2.5  2.17 | 2.5  1.63,0.5   1.06 | 1.5   1.36 | 3.5   3.91 | 4.5   8.75 | 5.5   13.11 | 6.5   13.11,0.5   7.82 | 1.5   2.92 | 3.5   1.22 | 4.5   1.04 | 5.5 | 6.5,Yes  1.88 | No  1.77,Stoke City  1.54 | Sheffield Wednesday  2.22,Yes  1.88 | No  1.77,Stoke City   2.50 | Sheffield Wednesday   3.80,Stoke City   1.50 | Sheffield Wednesday   1.25,Yes  3.38 | No  1.25,Yes  5.30 | No  1.10,0.5  1.42 | 0.5  2.60,Yes   2.5  2.60 | 2.5  6.50,No   2.5  10.00 | 2.5  2.10,Yes   3.5  4.60 | 3.5  3.10,No   3.5  26.00 | 3.5  1.90,Yes   4.5  9.50 | 4.5  2.30,No   4.5  42.00 | 4.5  1.86
English League Championship,"Dec 9, 2023",16:00,Watford,Southampton,Watford   3.00 | Draw   3.20 | Southampton   2.25,2.5  1.91 | 2.5  1.81,0.5   1.03 | 1.5   1.25 | 3.5   3.31 | 4.5   5.87 | 5.5   12.55 | 6.5   13.11 | 7.5   13.11,0.5   9.70 | 1.5   3.63 | 3.5   1.29 | 4.5   1.10 | 5.5 | 6.5 | 7.5,Yes  1.70 | No  1.96,Watford  1.97 | Southampton  1.69,Yes  1.70 | No  1.96,Watford   3.80 | Southampton   3.25,Watford   1.25 | Southampton   1.33,Yes  3.89 | No  1.19,Yes  3.38 | No  1.25,0.5  1.39 | 0.5  2.73,Yes   2.5  2.20 | 2.5  6.50,No   2.5  10.00 | 2.5  2.40,Yes   3.5  3.50 | 3.5  3.05,No   3.5  26.00 | 3.5  2.25,Yes   4.5  6.75 | 4.5  2.15,No   4.5  42.00 | 4.5  2.15
English FA Cup,Today,20:45,Alfreton Town,Walsall,Alfreton Town   3.70 | Draw   3.45 | Walsall   1.89,2.5  1.79 | 2.5  1.89,0.5 | 1.5   1.23 | 3.5   2.95 | 4.5   5.80 | 5.5   11.37 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   3.68 | 3.5   1.34 | 4.5   1.09 | 5.5 | 6.5 | 7.5,Yes  1.73 | No  1.97,Alfreton Town  2.30 | Walsall  1.52,Yes  1.73 | No  1.97,Alfreton Town   4.30 | Walsall   2.75,Alfreton Town   1.20 | Walsall   1.40,Yes  4.83 | No  1.14,Yes  2.95 | No  1.34,1.5  2.73 | 1.5  1.39,Yes   2.5  2.15 | 2.5  7.00,No   2.5  9.00 | 2.5  2.50,Yes   3.5  3.40 | 3.5  3.20,No   3.5  23.00 | 3.5  2.30,Yes   4.5  6.50 | 4.5  2.20,No   4.5  38.00 | 4.5  2.20
English FA Cup,"Dec 12, 2023",20:45,Stockport County,Aldershot Town,Stockport County   1.40 | Draw   4.50 | Aldershot Town   6.25,3.5  2.24 | 3.5  1.56,0.5 | 1.5   1.14 | 2.5   1.51 | 4.5   3.94 | 5.5   7.74 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   4.85 | 2.5   2.36 | 4.5   1.20 | 5.5   1.04 | 6.5 | 7.5,Yes  1.68 | No  2.03,Stockport County  1.25 | Aldershot Town  3.05,Yes  1.68 | No  2.03,Stockport County   2.40 | Aldershot Town   8.00,Stockport County   1.53 | Aldershot Town   1.08,Yes  2.06 | No  1.66,Yes  5.77 | No  1.09,1.5  2.24 | 1.5  1.56,Yes   2.5  2.00 | 2.5  9.00,No   2.5  5.50 | 2.5  3.10,Yes   3.5  2.85 | 3.5  3.80,No   3.5  13.00 | 3.5  2.55,Yes   4.5  4.90 | 4.5  2.45,No   4.5  25.00 | 4.5  2.30
English FA Cup,"Dec 12, 2023",20:45,Port Vale,Stevenage,Port Vale   2.60 | Draw   3.30 | Stevenage   2.40,2.5  2.10 | 2.5  1.64,0.5   1.03 | 1.5   1.34 | 3.5   3.94 | 4.5   8.66 | 5.5   11.37 | 6.5   11.37,0.5   8.66 | 1.5   2.95 | 3.5   1.20 | 4.5   1.03 | 5.5 | 6.5,Yes  1.92 | No  1.77,Port Vale  1.85 | Stevenage  1.82,Yes  1.92 | No  1.77,Port Vale   3.25 | Stevenage   3.00,Port Vale   1.33 | Stevenage   1.36,Yes  4.20 | No  1.18,Yes  3.94 | No  1.20,0.5  1.42 | 0.5  2.60,Yes   2.5  2.50 | 2.5  6.50,No   2.5  11.00 | 2.5  2.10,Yes   3.5  4.20 | 3.5  3.05,No   3.5  29.00 | 3.5  2.05,Yes   4.5  8.50 | 4.5  2.25,No   4.5  45.00 | 4.5  2.00
English FA Cup,"Dec 12, 2023",20:45,Crewe Alexandra,Bristol Rovers,Crewe Alexandra   3.00 | Draw   3.40 | Bristol Rovers   2.15,2.5  1.64 | 2.5  2.10,0.5 | 1.5   1.18 | 3.5   2.60 | 4.5   4.85 | 5.5   9.60 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   4.24 | 3.5   1.42 | 4.5   1.14 | 5.5   1.02 | 6.5 | 7.5,Yes  1.56 | No  2.24,Crewe Alexandra  2.00 | Bristol Rovers  1.62,Yes  1.56 | No  2.24,Crewe Alexandra   4.50 | Bristol Rovers   3.50,Crewe Alexandra   1.18 | Bristol Rovers   1.29,Yes  3.68 | No  1.23,Yes  2.91 | No  1.34,1.5  2.45 | 1.5  1.47,Yes   2.5  1.90 | 2.5  7.00,No   2.5  9.50 | 2.5  2.90,Yes   3.5  2.90 | 3.5  3.15,No   3.5  24.00 | 3.5  2.60,Yes   4.5  5.25 | 4.5  2.10,No   4.5  39.00 | 4.5  2.50
English FA Cup,"Jan 6, 2024",16:00,Fulham,Rotherham United,Fulham   1.24 | Draw   5.00 | Rotherham United   10.50,2.5  1.67 | 2.5  2.06,0.5 | 1.5   1.20 | 3.5   2.60 | 4.5   4.85 | 5.5   10.56 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   3.94 | 3.5   1.42 | 4.5   1.14 | 5.5 | 6.5 | 7.5,Yes  2.17 | No  1.60,Fulham  1.14 | Rotherham United  4.85,Yes  2.17 | No  1.60,Fulham   1.73 | Rotherham United   9.00,Fulham   2.00 | Rotherham United   1.07,Yes  1.97 | No  1.72,Yes  11.37 | No,1.5  2.45 | 1.5  1.47,Yes   2.5  2.65 | 2.5  10.00,No   2.5  4.00 | 2.5  2.50,Yes   3.5  4.10 | 3.5  4.70,No   3.5  8.50 | 3.5  1.95,Yes   4.5  7.00 | 4.5  3.15,No   4.5  18.00 | 4.5  1.74
English FA Cup,"Jan 6, 2024",16:00,Hull City,Birmingham City,Hull City   2.00 | Draw   3.30 | Birmingham City   3.45,2.5  1.75 | 2.5  1.94,0.5 | 1.5   1.23 | 3.5   2.95 | 4.5   5.80 | 5.5   11.37 | 6.5   11.37 | 7.5   11.37,0.5   10.56 | 1.5   3.68 | 3.5   1.34 | 4.5   1.09 | 5.5 | 6.5 | 7.5,Yes  1.65 | No  2.08,Hull City  1.57 | Birmingham City  2.20,Yes  1.65 | No  2.08,Hull City   3.00 | Birmingham City   4.30,Hull City   1.36 | Birmingham City   1.20,Yes  2.95 | No  1.34,Yes  4.46 | No  1.16,1.5  2.60 | 1.5  1.42,Yes   2.5  2.10 | 2.5  6.50,No   2.5  9.50 | 2.5  2.60,Yes   3.5  3.25 | 3.5  3.15,No   3.5  23.00 | 3.5  2.40,Yes   4.5  6.00 | 4.5  2.20,No   4.5  38.00 | 4.5  2.30
English FA Cup,"Jan 6, 2024",16:00,Gillingham,Sheffield United,Gillingham   9.50 | Draw   5.25 | Sheffield United   1.24,2.5  1.53 | 2.5  2.30,0.5 | 1.5   1.14 | 3.5   2.35 | 4.5   4.24 | 5.5   8.66 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   4.85 | 3.5   1.51 | 4.5   1.18 | 5.5   1.03 | 6.5 | 7.5,Yes  1.97 | No  1.73,Gillingham  4.33 | Sheffield United  1.17,Yes  1.97 | No  1.73,Gillingham   10.00 | Sheffield United   1.83,Gillingham   1.06 | Sheffield United   1.83,Yes  9.58 | No  1.02,Yes  1.86 | No  1.82,1.5  2.24 | 1.5  1.56,Yes   2.5  2.40 | 2.5  11.00,No   2.5  4.00 | 2.5  2.90,Yes   3.5  3.45 | 3.5  4.60,No   3.5  8.25 | 3.5  2.15,Yes   4.5  5.75 | 4.5  3.00,No   4.5  17.00 | 4.5  1.90
English FA Cup,"Jan 6, 2024",16:00,Arsenal,Liverpool,Arsenal   2.10 | Draw   3.30 | Liverpool   3.10,2.5  1.75 | 2.5  1.94,0.5 | 1.5   1.23 | 3.5   2.95 | 4.5   5.80 | 5.5   11.37 | 6.5   11.37 | 7.5   11.37,0.5   10.56 | 1.5   3.68 | 3.5   1.34 | 4.5   1.09 | 5.5 | 6.5 | 7.5,Yes  1.65 | No  2.08,Arsenal  1.62 | Liverpool  2.00,Yes  1.65 | No  2.08,Arsenal   3.25 | Liverpool   4.00,Arsenal   1.33 | Liverpool   1.22,Yes  3.23 | No  1.29,Yes  4.07 | No  1.19,1.5  2.60 | 1.5  1.42,Yes   2.5  2.10 | 2.5  6.50,No   2.5  10.00 | 2.5  2.60,Yes   3.5  3.35 | 3.5  3.10,No   3.5  25.00 | 3.5  2.35,Yes   4.5  6.25 | 4.5  2.15,No   4.5  41.00 | 4.5  2.25
English FA Cup,"Jan 6, 2024",16:00,Brentford,Wolverhampton Wanderers,Brentford   1.95 | Draw   3.40 | Wolverhampton Wanderers   3.50,2.5  1.67 | 2.5  2.06,0.5 | 1.5   1.18 | 3.5   2.60 | 4.5   4.85 | 5.5   10.56 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   4.24 | 3.5   1.42 | 4.5   1.14 | 5.5 | 6.5 | 7.5,Yes  1.60 | No  2.17,Brentford  1.53 | Wolverhampton Wanderers  2.20,Yes  1.60 | No  2.17,Brentford   3.25 | Wolverhampton Wanderers   5.00,Brentford   1.33 | Wolverhampton Wanderers   1.17,Yes  2.76 | No  1.38,Yes  3.94 | No  1.20,1.5  2.45 | 1.5  1.47,Yes   2.5  2.00 | 2.5  6.50,No   2.5  9.00 | 2.5  2.75,Yes   3.5  3.00 | 3.5  3.20,No   3.5  22.00 | 3.5  2.55,Yes   4.5  5.50 | 4.5  2.15,No   4.5  37.00 | 4.5  2.40
